id,matches_gk,starts_gk,minutes_gk,nineties_gk,goals_ag,sot_ag,saves,gk_won,gk_drew,gk_lost,cs,pk_att_ag,pk_scored_ag,pk_saved,pk_missed_ag,season,comp
a56bd2ee,38,38,3420,38,59,171,111,12,11,15,11,7,5,2,0,18,FRA
ae7d0ecd,17,16,1457,16,29,71,41,3,5,8,2,5,4,1,0,18,FRA
b0547a87,1,0,11,3,1,2,1,0,0,0,0,0,0,0,0,18,FRA
b056e3da,37,37,3330,37,38,133,96,14,10,13,12,3,2,0,1,18,FRA
b7e7937d,3,2,225,2,0,6,6,2,0,0,3,0,0,0,0,18,FRA
bc270726,37,37,3330,37,41,171,130,12,9,16,11,4,4,0,0,18,FRA
bcf1b2e9,38,38,3420,38,73,201,128,13,9,16,5,14,11,3,0,18,FRA
c121a641,1,1,90,1,3,6,3,0,0,1,0,2,2,0,0,18,FRA
cac76a72,35,35,3112,34,44,150,106,14,10,11,12,6,5,1,0,18,FRA
ce17b5eb,4,4,360,4,4,17,13,3,0,1,1,2,2,0,0,18,FRA
cfe852d8,21,21,1890,21,31,101,70,6,3,12,5,3,2,1,0,18,FRA
dc366c36,34,34,3060,34,36,127,91,16,8,10,10,5,2,2,1,18,FRA
e39f8724,7,6,597,6,13,26,14,1,2,3,1,2,2,0,0,18,FRA
e65dd8dc,4,3,271,3,6,17,11,2,0,1,0,0,0,0,0,18,FRA
e750cba4,17,17,1530,17,28,92,64,3,3,11,3,2,2,0,0,18,FRA
f00de885,34,34,3060,34,37,137,101,21,8,5,14,8,5,2,1,18,FRA
f6db3bd5,34,34,2940,32,41,125,85,21,8,5,10,4,4,0,0,18,FRA
faf873a7,4,4,360,4,11,20,10,0,1,3,0,1,1,0,0,18,FRA
fcb38f57,34,34,3032,33,53,160,107,10,7,17,5,5,3,2,0,18,FRA
0a1cb833,34,34,2978,33,47,153,106,14,11,9,5,4,3,0,1,19,GER
0d55d942,33,33,2970,33,60,170,110,7,12,14,5,7,7,0,0,19,GER
1e43fad8,17,16,1469,16,26,83,58,4,3,9,3,2,2,0,0,19,GER
206c37d3,1,0,37,0,1,1,0,0,0,0,0,1,1,0,0,19,GER
27d2618c,31,31,2745,30,48,143,96,9,10,12,8,4,2,1,1,19,GER
2e7ff968,2,2,180,2,4,6,2,2,0,0,0,1,0,0,1,19,GER
420c18a1,34,34,3060,34,42,156,114,16,7,11,13,3,3,0,0,19,GER
47064058,33,33,2970,33,51,166,116,12,12,9,5,6,6,0,0,19,GER
4a15e95b,22,22,1933,21,40,118,80,1,7,14,2,2,2,0,0,19,GER
5c4bf6ba,10,10,900,10,14,49,35,4,4,2,2,0,0,0,0,19,GER
62ba5881,1,0,45,0,1,3,2,0,0,0,0,0,0,0,0,19,GER
73e2f6eb,1,1,90,1,3,6,3,0,0,1,0,1,1,0,0,19,GER
7d3e7da6,9,8,757,8,9,23,14,4,3,1,2,3,2,0,1,19,GER
7fe12375,15,14,1310,14,22,78,57,3,5,6,2,0,0,0,0,19,GER
83e0eeb4,32,32,2880,32,66,214,148,5,6,21,5,6,5,1,0,19,GER
8778c910,26,26,2303,25,23,56,34,20,3,3,10,3,3,0,0,19,GER
9d12e142,32,32,2880,32,40,128,88,21,7,4,10,4,4,0,0,19,GER
a0606ae8,34,34,3060,34,70,179,113,7,7,20,6,3,2,0,1,19,GER
a165a577,2,2,180,2,5,12,7,0,0,2,0,2,1,1,0,19,GER
a70b8345,2,1,122,1,0,7,7,1,0,0,1,0,0,0,0,19,GER
a92ab7be,1,1,90,1,1,5,4,1,0,0,0,0,0,0,0,19,GER
ad3389d5,32,32,2880,32,47,127,81,18,4,10,9,4,3,1,0,19,GER
afb0c500,18,18,1588,17,29,83,53,4,6,8,4,4,3,1,0,19,GER
bb25c778,4,3,315,3,9,16,7,2,0,1,1,2,2,0,0,19,GER
bcb2ccd8,33,33,2925,32,27,117,91,19,9,5,15,5,4,0,1,19,GER
c476b0c0,32,32,2880,32,62,170,108,12,5,15,5,7,7,0,0,19,GER
c89e8aae,10,8,765,8,11,40,29,5,1,2,1,1,0,0,1,19,GER
cbac6ec9,24,24,2160,24,43,124,81,8,3,13,5,4,3,0,1,19,GER
cd59b9df,17,17,1480,16,43,100,57,5,2,10,3,3,2,1,0,19,GER
ce17b5eb,33,33,2938,32,48,158,111,14,9,10,8,1,1,0,0,19,GER
d28339cb,14,12,1127,12,28,61,32,2,3,7,2,2,0,1,1,19,GER
db401046,26,26,2295,25,39,119,79,11,6,9,8,5,4,1,0,19,GER
dc29b608,2,1,135,1,2,4,2,0,0,1,1,1,1,0,0,19,GER
e385200c,1,1,90,1,2,6,4,0,0,1,0,0,0,0,0,19,GER
e4a30d8c,2,2,180,2,3,9,6,1,0,1,0,0,0,0,0,19,GER
fbefefdb,4,4,360,4,7,19,12,1,1,2,0,0,0,0,0,19,GER
0d85a4e8,7,7,630,7,20,40,19,1,2,4,0,3,1,1,1,19,ENG
1bebde9d,2,2,180,2,4,13,9,0,0,2,0,0,0,0,0,19,ENG
2628fd2b,32,31,2835,31,42,145,104,16,7,8,7,7,7,0,0,19,ENG
2642bf6c,38,38,3420,38,69,207,135,10,4,24,10,7,4,3,0,19,ENG
28d596a0,36,36,3240,36,39,121,81,20,8,8,14,2,1,1,0,19,ENG
34ccf6fa,12,12,1080,12,18,56,38,4,3,5,4,3,3,0,0,19,ENG
36c2ca73,25,25,2250,25,44,119,78,5,8,12,4,2,2,0,0,19,ENG
3a949a25,38,38,3420,38,48,140,93,12,9,17,11,6,6,0,0,19,ENG
3bb7b8b4,38,38,3420,38,23,81,58,32,2,4,20,4,4,0,0,19,ENG
4535e4bb,34,34,3060,34,55,152,96,8,8,18,6,8,8,0,0,19,ENG
4806ec67,38,38,3420,38,46,136,89,15,9,14,14,5,2,3,0,19,ENG
53af52f3,38,38,3420,38,48,138,90,15,7,16,10,5,5,0,0,19,ENG
5f0241b2,29,29,2610,29,56,165,111,6,3,20,5,4,4,0,0,19,ENG
63d17038,3,3,270,3,2,13,11,2,0,1,1,0,0,0,0,19,ENG
71672fa0,7,7,585,6,9,37,28,5,0,2,1,0,0,0,0,19,ENG
76eca7e2,18,17,1575,17,26,69,42,4,3,10,5,4,3,1,0,19,ENG
79b0d6a0,37,37,3330,37,46,138,96,15,9,13,7,4,3,0,1,19,ENG
7a2e46a8,38,38,3420,38,22,96,74,30,7,1,21,1,0,0,1,19,ENG
7b4de647,24,24,2160,24,47,104,59,8,3,13,5,2,2,0,0,19,ENG
7ba6d84e,38,38,3420,38,54,171,120,19,9,10,7,6,6,0,0,19,ENG
8e65a5e5,1,1,90,1,4,9,5,0,0,1,0,0,0,0,0,19,ENG
8f62b6ee,33,33,2970,33,33,130,98,21,2,10,12,5,3,2,0,19,ENG
9328b835,38,38,3420,38,55,198,143,15,7,16,7,5,4,1,0,19,ENG
939bc634,31,30,2777,30,54,141,86,3,5,22,5,5,4,1,0,19,ENG
a179d516,2,2,180,2,0,3,3,1,1,0,2,0,0,0,0,19,ENG
a6de6361,19,19,1710,19,27,83,59,8,4,7,4,1,1,0,0,19,ENG
ab13a5aa,20,20,1755,19,23,85,63,10,4,6,7,1,1,0,0,19,ENG
af245161,2,2,180,2,5,21,16,0,0,2,0,0,0,0,0,19,ENG
b73e459a,1,1,90,1,1,3,2,0,1,0,0,0,0,0,0,19,ENG
c3e39f12,1,1,90,1,3,6,3,0,0,1,0,0,0,0,0,19,ENG
c73ada83,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,ENG
cb4f24c6,19,19,1710,19,41,116,75,3,3,13,4,2,1,1,0,19,ENG
d0b3ceb9,38,38,3420,38,59,180,123,14,8,16,7,5,4,1,0,19,ENG
d822a850,7,7,553,6,21,42,22,0,1,6,0,3,3,0,0,19,ENG
da8b19e2,1,1,90,1,0,3,3,1,0,0,1,0,0,0,0,19,ENG
e082af5b,12,12,1080,12,18,50,31,4,4,4,3,1,0,1,0,19,ENG
e608ed4c,4,4,360,4,5,18,13,1,1,2,1,2,2,0,0,19,ENG
fe558029,2,2,180,2,5,13,9,1,0,1,1,0,0,0,0,19,ENG
03df04ff,6,6,570,6,6,19,13,3,1,2,2,1,1,0,0,19,EL
0538066d,4,4,360,4,4,10,6,2,1,1,2,0,0,0,0,19,EL
088e6424,6,6,540,6,8,27,19,1,2,3,1,1,1,0,0,19,EL
08a2c314,1,1,90,1,1,5,4,0,1,0,0,0,0,0,0,19,EL
0a86fd8b,1,1,90,1,2,5,3,0,0,1,0,0,0,0,0,19,EL
0be3255b,10,10,900,10,12,34,22,8,0,2,3,1,0,1,0,19,EL
0ef05b3e,1,1,90,1,0,2,2,0,1,0,1,0,0,0,0,19,EL
0f276764,2,2,180,2,6,9,3,1,0,1,1,1,1,0,0,19,EL
110a95ca,8,8,720,8,12,39,28,4,0,4,3,0,0,0,0,19,EL
179d2851,12,12,1110,12,14,34,21,5,3,4,5,1,1,0,0,19,EL
1c0ddebb,6,6,540,6,7,21,15,2,1,3,3,0,0,0,0,19,EL
1d2d5cc8,1,1,90,1,3,4,1,0,0,1,0,0,0,0,0,19,EL
1e064bfb,9,9,810,9,16,46,30,4,3,2,2,0,0,0,0,19,EL
1e101451,1,1,90,1,1,6,5,0,1,0,0,0,0,0,0,19,EL
1e9bde92,6,6,540,6,9,31,22,3,1,2,2,1,1,0,0,19,EL
20b9f052,2,2,180,2,2,5,3,1,1,0,0,0,0,0,0,19,EL
22db7a5e,3,3,270,3,2,10,8,1,1,1,1,0,0,0,0,19,EL
2434f24a,6,6,540,6,6,19,12,2,1,3,2,1,0,1,0,19,EL
2628fd2b,3,3,270,3,2,7,5,3,0,0,2,0,0,0,0,19,EL
26383ea5,3,3,270,3,4,6,2,1,0,2,1,0,0,0,0,19,EL
28d596a0,13,13,1200,13,8,25,17,11,2,0,7,0,0,0,0,19,EL
2fabebc0,2,1,116,1,2,5,3,0,0,1,0,0,0,0,0,19,EL
307fcd26,12,12,1080,12,13,40,26,5,5,2,5,2,1,1,0,19,EL
314c2af0,5,5,450,5,4,16,12,1,1,3,1,1,0,0,1,19,EL
32e7ce92,5,5,450,5,10,23,14,2,0,3,0,1,1,0,0,19,EL
339fe0e8,4,4,360,4,5,15,10,2,0,2,0,0,0,0,0,19,EL
3470f44e,1,1,90,1,3,3,0,0,0,1,0,0,0,0,0,19,EL
34c3b935,2,2,180,2,6,10,4,0,1,1,0,1,1,0,0,19,EL
387750b7,8,8,720,8,14,29,16,3,1,4,3,2,2,0,0,19,EL
38cd5b8f,8,8,688,7,10,30,20,3,3,2,3,0,0,0,0,19,EL
38d14822,4,4,360,4,7,12,5,0,0,4,0,0,0,0,0,19,EL
3f65d5ce,2,2,180,2,5,11,5,1,0,1,0,1,0,1,0,19,EL
4c5039bd,6,6,540,6,12,25,14,1,0,5,0,1,1,0,0,19,EL
50310821,1,1,90,1,2,5,3,0,0,1,0,0,0,0,0,19,EL
5512b1a9,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,19,EL
5640992b,8,8,720,8,10,29,18,3,2,3,4,1,0,1,0,19,EL
56901a62,2,2,180,2,3,11,8,0,0,2,0,0,0,0,0,19,EL
58f077c0,10,10,930,10,8,32,24,6,2,2,5,0,0,0,0,19,EL
5e91ddf8,6,6,540,6,14,53,40,0,1,5,0,1,1,0,0,19,EL
6115fddd,7,7,630,7,10,33,23,3,0,4,2,0,0,0,0,19,EL
61911828,6,6,540,6,13,28,15,1,2,3,0,0,0,0,0,19,EL
6503ae16,1,1,90,1,1,1,0,0,1,0,0,0,0,0,0,19,EL
6bfaecc4,5,5,450,5,6,21,15,0,3,2,1,1,1,0,0,19,EL
6f4e1c93,5,5,450,5,10,25,17,1,2,2,1,1,1,0,0,19,EL
71672fa0,11,11,990,11,11,34,24,7,1,3,6,1,1,0,0,19,EL
74419746,4,4,360,4,1,17,16,2,1,1,3,0,0,0,0,19,EL
74733221,5,5,450,5,3,15,12,3,1,1,2,0,0,0,0,19,EL
76806215,4,4,360,4,10,18,10,0,1,3,0,0,0,0,0,19,EL
7750462c,5,5,450,5,7,20,13,2,1,2,1,1,1,0,0,19,EL
7847ad0c,4,4,360,4,11,23,13,0,1,3,1,2,2,0,0,19,EL
7956236f,1,1,90,1,0,0,0,1,0,0,1,0,0,0,0,19,EL
7a8779f3,2,2,180,2,3,11,8,0,0,2,0,0,0,0,0,19,EL
7b456af7,10,10,885,9,12,29,17,6,1,3,4,2,1,0,1,19,EL
7f66ea09,1,1,90,1,1,2,1,0,1,0,0,0,0,0,0,19,EL
85b4255f,2,2,180,2,4,11,7,0,0,2,0,0,0,0,0,19,EL
88b5445c,2,2,180,2,3,4,1,0,0,2,0,0,0,0,0,19,EL
88b748d2,6,6,540,6,7,23,16,2,2,2,1,1,0,1,0,19,EL
8a6ab963,9,9,784,8,10,47,37,4,2,3,2,1,1,0,0,19,EL
8ae07c1c,1,1,90,1,0,4,4,0,1,0,1,0,0,0,0,19,EL
903b6e8b,7,7,630,7,9,35,25,3,1,3,1,1,0,1,0,19,EL
9413b19f,6,6,540,6,7,26,20,3,0,3,2,1,1,0,0,19,EL
9bc78273,1,1,90,1,3,9,7,0,0,1,0,0,0,0,0,19,EL
a04e2dd2,8,8,720,8,11,36,25,2,3,3,2,0,0,0,0,19,EL
a165a577,1,1,90,1,1,2,1,0,1,0,0,0,0,0,0,19,EL
a179d516,2,2,180,2,2,3,2,1,1,0,1,0,0,0,0,19,EL
a2abe631,2,2,180,2,2,9,7,0,1,1,1,1,1,0,0,19,EL
a3d524cb,5,5,450,5,7,25,18,0,2,3,1,1,1,0,0,19,EL
a70b8345,2,2,180,2,1,6,5,2,0,0,1,0,0,0,0,19,EL
a98a9189,1,0,32,0,2,4,2,0,0,0,0,0,0,0,0,19,EL
a9dc785c,8,8,720,8,10,31,21,5,1,2,3,1,1,0,0,19,EL
ad3389d5,6,6,540,6,8,21,13,3,2,1,2,0,0,0,0,19,EL
b15780e3,6,6,540,6,8,20,12,3,0,3,2,1,1,0,0,19,EL
b8798a46,4,4,360,4,4,16,13,2,1,1,2,1,1,0,0,19,EL
bea81d41,5,5,450,5,10,24,14,1,0,4,1,2,2,0,0,19,EL
c52b28d0,1,1,90,1,5,8,3,0,0,1,0,1,1,0,0,19,EL
c8a88acd,4,4,360,4,9,17,8,1,0,3,0,0,0,0,0,19,EL
cd1b2304,2,2,180,2,4,11,7,1,0,1,0,0,0,0,0,19,EL
cda0b317,6,6,540,6,6,23,18,2,3,1,4,1,1,0,0,19,EL
ce17b5eb,12,12,1110,12,13,57,43,7,4,1,4,4,3,1,0,19,EL
d97b252e,5,5,450,5,6,19,13,2,2,1,0,0,0,0,0,19,EL
dc29b608,6,6,540,6,8,20,12,2,1,3,1,0,0,0,0,19,EL
dc366c36,7,7,630,7,12,37,25,4,1,2,1,0,0,0,0,19,EL
dc4511f3,5,5,450,5,7,26,19,1,2,2,1,1,1,0,0,19,EL
e0238966,1,1,90,1,3,3,0,0,0,1,0,1,1,0,0,19,EL
e358587b,6,6,540,6,9,18,10,3,1,2,1,1,1,0,0,19,EL
e65dd8dc,4,4,360,4,12,35,26,0,1,3,1,0,0,0,0,19,EL
eb2b33aa,1,1,90,1,1,5,4,0,0,1,0,0,0,0,0,19,EL
f3a97d02,6,6,540,6,8,21,14,1,3,2,2,0,0,0,0,19,EL
f70e46e6,1,1,90,1,1,4,3,1,0,0,0,0,0,0,0,19,EL
011d8c56,11,11,990,11,11,33,22,3,2,6,2,0,0,0,0,19,SPA
04ac8285,3,3,270,3,4,14,10,1,1,1,1,1,1,0,0,19,SPA
129dd8e7,12,12,1080,12,19,46,28,1,4,7,0,2,2,0,0,19,SPA
17a1299d,1,1,90,1,1,2,1,0,0,1,0,1,1,0,0,19,SPA
17d9e354,17,17,1530,17,35,87,50,3,4,10,4,4,1,3,0,19,SPA
1840e36d,27,27,2430,27,36,104,67,14,3,10,8,8,6,1,1,19,SPA
20b9f052,33,33,2970,33,47,134,86,12,7,14,10,4,3,1,0,19,SPA
26f2473f,7,6,558,6,10,39,30,1,0,5,1,2,2,0,0,19,SPA
3061e1ec,5,4,364,4,5,19,13,1,0,3,2,2,1,1,0,19,SPA
307fcd26,6,6,540,6,7,23,16,3,2,1,2,1,1,0,0,19,SPA
5512b1a9,4,4,359,4,2,11,9,4,0,0,2,1,1,0,0,19,SPA
581c5276,15,14,1260,14,20,46,27,2,8,4,4,0,0,0,0,19,SPA
5dcf3e90,7,7,630,7,13,33,20,1,4,2,0,2,2,0,0,19,SPA
61bb7498,3,3,270,3,6,12,6,0,2,1,0,1,1,0,0,19,SPA
625c144a,27,27,2430,27,35,109,75,10,9,8,7,3,2,1,0,19,SPA
65d62814,2,1,90,1,2,7,5,0,1,0,0,0,0,0,0,19,SPA
6f51e382,35,35,3150,35,32,116,85,25,8,2,16,1,1,0,0,19,SPA
73683fa9,38,38,3420,38,50,167,117,14,11,13,10,8,6,2,0,19,SPA
75751c99,34,34,3056,33,38,115,78,10,12,12,9,2,2,0,0,19,SPA
7b456af7,33,33,2970,33,44,143,98,13,8,12,8,5,4,1,0,19,SPA
8875b8c9,13,13,1170,13,22,58,37,3,5,5,2,2,2,0,0,19,SPA
8d957256,1,1,90,1,1,1,0,1,0,0,0,0,0,0,0,19,SPA
8f8c6934,37,37,3330,37,34,133,99,14,14,9,13,6,4,1,1,19,SPA
8fae77ea,35,35,3150,35,45,143,96,10,9,16,9,8,5,3,0,19,SPA
9109185e,31,31,2790,31,32,87,55,12,10,9,10,3,3,0,0,19,SPA
967f34d3,25,25,2250,25,40,109,69,7,6,12,6,5,4,0,1,19,SPA
97852360,35,35,3150,35,46,154,110,11,11,13,8,6,6,0,0,19,SPA
9970da54,3,3,270,3,4,13,9,2,0,1,0,0,0,0,0,19,SPA
9f0ea33f,32,32,2880,32,45,162,119,7,12,13,9,4,2,1,1,19,SPA
a01c3d54,16,16,1440,16,24,83,60,4,5,7,2,4,4,0,0,19,SPA
a9dc785c,34,34,3060,34,34,139,106,13,14,7,10,8,7,1,0,19,SPA
ac295d9e,24,24,2160,24,30,86,55,9,6,9,5,4,3,1,0,19,SPA
b5bdf144,21,21,1890,21,40,135,95,7,5,9,5,5,4,1,0,19,SPA
bca21ef3,20,20,1800,20,30,96,67,5,7,8,6,6,6,0,0,19,SPA
bfb15d99,1,1,90,1,2,8,6,0,1,0,0,0,0,0,0,19,SPA
c0b1a6da,6,6,540,6,16,32,17,1,1,4,0,1,1,0,0,19,SPA
c818c4d9,1,1,90,1,2,3,1,1,0,0,0,0,0,0,0,19,SPA
c9cb972b,4,4,360,4,1,13,12,2,2,0,3,0,0,0,0,19,SPA
cda0b317,5,5,450,5,5,21,16,2,1,2,1,1,1,0,0,19,SPA
ecada4fc,10,10,900,10,8,31,23,6,2,2,4,0,0,0,0,19,SPA
ee8508c0,37,37,3330,37,27,129,104,22,9,6,20,5,5,0,0,19,SPA
f6798fc3,32,32,2862,31,43,166,124,8,10,14,8,6,6,0,0,19,SPA
fc70e345,21,21,1890,21,35,95,59,5,4,12,3,7,6,1,0,19,SPA
01b8a2b2,10,10,900,10,9,31,22,5,1,4,5,2,1,1,0,19,CL
03df04ff,6,6,540,6,11,35,24,2,1,3,1,0,0,0,0,19,CL
04ac8285,1,1,90,1,1,7,6,0,1,0,0,0,0,0,0,19,CL
099b9c78,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,CL
0e61c46b,2,2,180,2,2,8,6,1,1,0,0,0,0,0,0,19,CL
1840e36d,5,5,450,5,8,28,20,3,0,2,2,0,0,0,0,19,CL
1bebde9d,2,1,99,1,3,6,3,0,0,1,0,0,0,0,0,19,CL
1ddbb0da,10,10,930,10,15,37,21,6,1,3,1,5,3,1,1,19,CL
1e26e376,1,1,90,1,2,3,2,0,0,1,0,0,0,0,0,19,CL
1e43fad8,6,6,540,6,14,30,15,2,1,3,2,3,2,1,0,19,CL
2e7ff968,1,1,90,1,0,0,0,1,0,0,1,0,0,0,0,19,CL
2f965a72,3,3,270,3,6,15,9,1,1,1,0,1,1,0,0,19,CL
30223b33,2,2,180,2,3,6,3,1,0,1,0,0,0,0,0,19,CL
34c3b935,6,6,540,6,16,36,20,1,3,2,0,2,2,0,0,19,CL
34e38ddf,1,1,90,1,1,5,4,0,1,0,0,0,0,0,0,19,CL
3bb7b8b4,10,10,900,10,12,33,21,7,1,2,3,3,3,0,0,19,CL
3f65d5ce,3,3,270,3,0,11,11,1,2,0,3,0,0,0,0,19,CL
42ec696a,5,5,449,5,6,27,20,2,1,2,1,1,0,1,0,19,CL
47064058,6,6,540,6,14,43,29,0,3,3,0,0,0,0,0,19,CL
4a6914ff,3,3,270,3,5,11,6,0,1,2,0,0,0,0,0,19,CL
4d3e9033,1,0,56,0,3,4,1,0,0,0,0,0,0,0,0,19,CL
5e8936be,6,6,540,6,17,56,38,1,1,4,2,2,1,1,0,19,CL
63d17038,1,1,90,1,1,4,3,1,0,0,0,0,0,0,0,19,CL
6bd05d38,1,1,90,1,3,12,9,0,0,1,0,0,0,0,0,19,CL
6f51e382,11,11,990,11,9,35,26,8,2,1,6,0,0,0,0,19,CL
74419746,6,6,540,6,7,39,32,2,2,2,0,0,0,0,0,19,CL
7a2e46a8,13,13,1170,13,12,56,45,8,1,4,6,0,0,0,0,19,CL
7ba6d84e,9,9,810,9,9,31,23,4,1,4,3,0,0,0,0,19,CL
82b1198a,6,6,540,6,5,20,15,2,3,1,2,0,0,0,0,19,CL
8778c910,8,8,720,8,8,30,22,4,3,1,4,1,1,0,0,19,CL
8f62b6ee,11,11,978,10,15,45,29,5,2,4,4,2,1,1,0,19,CL
9d12e142,7,7,630,7,6,22,16,3,1,3,4,0,0,0,0,19,CL
a2abe631,6,6,540,6,8,24,17,1,1,4,2,1,1,0,0,19,CL
a3b0ed18,6,6,540,6,12,33,21,1,0,5,1,2,2,0,0,19,CL
a9dc785c,5,5,450,5,5,24,19,1,2,2,1,3,3,0,0,19,CL
afb0c500,2,2,180,2,0,2,2,1,1,0,2,0,0,0,0,19,CL
b7e7937d,5,5,405,4,10,18,8,0,0,5,0,1,1,0,0,19,CL
c2e41cfb,6,6,540,6,13,40,27,0,0,6,0,2,2,0,0,19,CL
c9cb972b,1,1,90,1,1,5,4,1,0,0,0,0,0,0,0,19,CL
cc1a0c57,6,6,540,6,13,50,37,0,2,4,0,0,0,0,0,19,CL
cd1b2304,2,2,180,2,7,20,13,0,1,1,0,1,1,0,0,19,CL
e40d028b,5,5,450,5,6,13,7,3,1,1,1,3,3,0,0,19,CL
e7ee38c3,6,6,570,6,9,38,29,3,0,3,2,1,1,0,0,19,CL
e9c0c1b2,12,12,1080,12,13,53,40,6,4,2,4,1,1,0,0,19,CL
ecada4fc,3,3,270,3,2,9,7,2,0,1,1,0,0,0,0,19,CL
ee8508c0,8,8,720,8,9,19,10,5,1,2,4,2,1,0,1,19,CL
f00de885,8,8,664,7,13,48,35,1,6,1,1,1,1,0,0,19,CL
f4eb377b,4,4,360,4,9,23,14,2,0,2,0,1,1,0,0,19,CL
f6db3bd5,1,0,45,0,3,5,2,0,0,0,0,1,0,0,1,19,CL
f7b10c66,4,4,360,4,10,22,12,0,0,4,0,1,1,0,0,19,CL
01b8a2b2,28,28,2520,28,20,81,61,22,5,1,11,3,1,1,1,19,ITA
03760df0,17,17,1525,16,25,84,59,7,3,7,3,4,4,0,0,19,ITA
048877f5,31,31,2790,31,60,167,107,1,11,19,5,4,2,2,0,19,ITA
07f55871,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,19,ITA
085e71a7,17,16,1485,16,26,104,77,5,3,8,4,4,3,1,0,19,ITA
08f5afaa,36,36,3092,34,31,126,95,18,11,7,11,4,3,1,0,19,ITA
0acda699,3,3,270,3,5,12,7,0,1,2,1,0,0,0,0,19,ITA
10dc46f0,36,36,3170,35,35,136,99,15,14,7,14,4,2,2,0,19,ITA
277da414,16,16,1440,16,36,104,69,4,4,8,0,4,3,0,1,19,ITA
30223b33,11,11,990,11,6,38,31,6,4,1,6,1,0,1,0,19,ITA
339fe0e8,35,35,3150,35,39,132,95,16,7,12,10,6,5,1,0,19,ITA
343f753a,37,37,3330,37,59,197,142,10,11,16,10,8,8,0,0,19,ITA
41bd99ea,9,9,810,9,13,38,25,2,2,5,2,1,1,0,0,19,ITA
4c62d0c8,9,9,810,9,8,27,19,6,1,2,5,1,1,0,0,19,ITA
4e7db402,34,34,3015,33,40,128,90,8,15,11,8,6,5,1,0,19,ITA
514f0896,3,2,250,2,2,9,7,1,1,0,1,1,1,0,0,19,ITA
649b01d8,36,36,3240,36,51,147,96,14,7,15,11,8,7,1,0,19,ITA
67f649be,33,33,2970,33,46,149,102,6,14,13,6,6,5,1,0,19,ITA
71dac2c2,1,1,90,1,2,8,7,0,0,1,0,0,0,0,0,19,ITA
74419746,38,38,3420,38,33,127,97,20,9,9,17,5,3,0,2,19,ITA
77e401c7,1,1,90,1,3,4,1,0,1,0,0,0,0,0,0,19,ITA
7b5f516f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,ITA
806f7a26,2,2,180,2,0,2,2,1,1,0,2,0,0,0,0,19,ITA
82b1198a,17,16,1457,16,20,62,42,9,4,3,5,1,1,0,0,19,ITA
85b011bb,9,9,810,9,7,27,20,6,2,1,4,1,1,0,0,19,ITA
85ea4399,1,1,90,1,1,3,2,0,0,1,0,0,0,0,0,19,ITA
8cabdc1e,36,36,3213,35,56,155,98,9,15,12,12,8,4,3,1,19,ITA
9413b19f,14,13,1150,12,9,48,39,9,1,3,5,2,2,0,0,19,ITA
9fa26bc2,2,2,164,1,4,16,12,1,0,1,0,0,0,0,0,19,ITA
a111cf41,29,29,2610,29,40,144,105,9,8,12,7,8,8,0,0,19,ITA
ab4449d6,38,38,3420,38,56,173,118,11,11,16,10,4,4,0,0,19,ITA
ac4003af,35,35,3150,35,64,201,138,5,9,21,8,5,5,0,0,19,ITA
c4f573f4,2,1,90,1,7,12,5,0,0,1,0,0,0,0,0,19,ITA
c8a88acd,2,2,180,2,4,13,9,1,0,1,0,0,0,0,0,19,ITA
cecbce23,20,19,1723,19,27,76,49,3,6,10,6,1,1,0,0,19,ITA
e1b0a70d,10,10,900,10,13,46,34,1,3,6,2,0,0,0,0,19,ITA
e358587b,4,2,328,3,5,14,9,1,0,1,1,1,1,0,0,19,ITA
e7ee38c3,27,27,2430,27,42,126,85,12,8,7,4,6,4,0,2,19,ITA
ee833569,18,18,1620,18,25,63,41,9,3,6,5,2,1,0,1,19,ITA
f02dde20,6,6,540,6,8,32,24,1,3,2,2,0,0,0,0,19,ITA
f058ed1f,3,2,202,2,4,12,8,0,1,1,0,0,0,0,0,19,ITA
f0f7f62f,20,20,1800,20,21,70,49,11,6,3,4,3,3,0,0,19,ITA
f554e29b,38,38,3420,38,54,205,151,10,11,17,7,10,8,2,0,19,ITA
f6a06749,1,1,90,1,2,3,1,0,0,1,0,0,0,0,0,19,ITA
f794b426,4,4,360,4,10,18,9,2,0,2,1,0,0,0,0,19,ITA
0e12089d,11,10,939,10,17,34,16,5,3,2,1,3,2,1,0,19,FRA
132bb875,8,7,712,7,12,35,23,2,3,2,3,1,1,0,0,19,FRA
1d2d5cc8,31,31,2736,30,40,113,72,14,5,12,9,7,6,1,0,19,FRA
2434f24a,37,37,3330,37,42,152,109,9,11,17,9,7,6,1,0,19,FRA
249cdcff,2,2,180,2,1,4,3,1,1,0,1,0,0,0,0,19,FRA
26383ea5,6,6,495,5,4,20,16,3,2,1,2,1,1,0,0,19,FRA
26975a92,36,36,3239,36,48,161,113,9,15,12,11,5,3,2,0,19,FRA
28a65a2c,1,1,90,1,1,5,5,0,1,0,0,0,0,0,0,19,FRA
