id,matches_gk,starts_gk,minutes_gk,nineties_gk,goals_ag,sot_ag,saves,gk_won,gk_drew,gk_lost,cs,pk_att_ag,pk_scored_ag,pk_saved,pk_missed_ag,season,comp
2fa2a875,19,19,1710,19,22,96,72,10,3,6,8,4,2,2,0,23,FRA
3814120d,5,4,408,4,11,25,13,0,1,3,0,3,1,1,1,23,FRA
3d214e5f,37,37,3330,37,54,176,122,11,10,16,8,9,7,2,0,23,FRA
477e50ce,1,1,90,1,1,6,5,0,1,0,0,0,0,0,0,23,FRA
4e7db402,37,37,3329,37,54,179,129,7,14,16,11,9,9,0,0,23,FRA
51c83a90,2,2,180,2,2,11,9,1,1,0,0,1,1,0,0,23,FRA
53af52f3,36,36,3240,36,35,141,105,15,12,9,11,5,3,1,1,23,FRA
60d90c55,37,37,3330,37,28,125,98,24,9,4,15,3,3,0,0,23,FRA
62124972,1,1,90,1,2,3,1,0,0,1,0,0,0,0,0,23,FRA
67f649be,17,17,1530,17,20,74,53,4,6,7,5,2,0,2,0,23,FRA
6a9e4913,1,1,90,1,0,3,3,0,1,0,1,0,0,0,0,23,FRA
7f41ee30,7,6,601,6,8,24,17,2,4,0,1,4,4,0,0,23,FRA
834b5c4c,38,38,3420,38,59,174,115,9,13,16,6,11,10,0,1,23,FRA
8608f269,2,1,136,1,3,8,5,0,0,1,1,0,0,0,0,23,FRA
967f34d3,6,6,495,5,6,19,15,1,3,2,0,0,0,0,0,23,FRA
96fcd380,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,23,FRA
9d420dad,11,11,990,11,19,54,35,3,1,7,1,2,1,1,0,23,FRA
9e17ccff,6,4,406,4,8,16,7,2,0,2,1,2,1,1,0,23,FRA
afb0c500,38,38,3420,38,58,195,140,19,8,11,9,5,5,0,0,23,FRA
b3d76d84,32,32,2880,32,31,105,76,16,9,7,10,3,2,1,0,23,FRA
c4173f1a,18,17,1608,17,24,84,60,4,6,7,5,1,1,0,0,23,FRA
c631f952,14,14,1166,13,26,73,48,5,1,8,2,4,3,1,0,23,FRA
db3164e1,30,30,2667,29,65,177,114,3,9,18,0,5,5,0,0,23,FRA
db87a2c4,2,2,180,2,2,6,4,0,1,1,0,0,0,0,0,23,FRA
dc29b608,21,21,1812,20,29,98,70,11,4,6,3,1,1,0,0,23,FRA
edbe46dc,1,1,90,1,1,4,3,1,0,0,0,0,0,0,0,23,FRA
eedea60b,31,31,2790,31,31,137,107,11,12,8,14,1,1,0,0,23,FRA
f00de885,32,32,2816,31,39,131,94,16,4,12,7,7,7,0,0,23,FRA
f19f32b1,6,6,540,6,14,24,11,1,1,4,1,1,1,0,0,23,FRA
f41a69e6,37,37,3330,37,47,161,110,17,8,12,10,12,8,4,0,23,FRA
f5dfc256,6,6,540,6,13,17,4,3,1,2,0,2,2,0,0,23,FRA
fd78b105,9,8,751,8,16,51,34,1,3,4,1,3,2,1,0,23,FRA
0a1cb833,7,7,630,7,17,38,21,2,0,5,1,2,2,0,0,24,GER
0d55d942,1,1,90,1,2,6,4,0,0,1,0,0,0,0,0,24,GER
226ddf9d,24,24,2160,24,43,138,95,6,9,9,3,4,4,0,0,24,GER
47064058,27,27,2430,27,52,170,116,9,6,12,1,5,2,3,0,24,GER
5c4bf6ba,23,23,2070,23,43,106,64,3,9,11,5,2,2,0,0,24,GER
5fa2e0cf,26,26,2340,26,66,168,103,2,7,17,2,2,1,1,0,24,GER
663e080e,20,20,1800,20,28,70,42,10,3,7,5,3,3,0,0,24,GER
7d3e7da6,9,9,810,9,9,22,13,6,2,1,3,1,1,0,0,24,GER
7fe12375,1,1,90,1,4,4,1,0,0,1,0,0,0,0,0,24,GER
87436846,27,27,2430,27,48,137,89,3,10,14,3,2,2,0,0,24,GER
8778c910,18,18,1620,18,24,66,41,13,1,4,6,3,2,1,0,24,GER
99219195,1,1,90,1,1,3,2,0,1,0,0,0,0,0,0,24,GER
9b688ae1,21,21,1890,21,27,94,68,6,7,8,5,2,2,0,0,24,GER
9f941969,26,26,2340,26,52,138,86,5,11,10,4,10,8,2,0,24,GER
a70b8345,26,26,2340,26,40,123,82,8,5,13,6,5,3,2,0,24,GER
ad3389d5,26,26,2340,26,19,86,67,23,3,0,12,0,0,0,0,24,GER
afb0c500,24,24,2160,24,31,83,55,16,2,6,8,1,1,0,0,24,GER
b56dd813,7,6,605,6,6,21,16,4,1,1,3,0,0,0,0,24,GER
bc67a0e1,1,1,90,1,0,3,3,0,1,0,1,0,0,0,0,24,GER
bcb2ccd8,7,7,630,7,4,17,13,5,2,0,4,0,0,0,0,24,GER
c631f952,3,3,270,3,10,26,16,0,1,2,0,1,1,0,0,24,GER
c89e8aae,6,6,540,6,11,23,13,1,1,4,1,0,0,0,0,24,GER
cd59b9df,21,21,1825,20,26,99,73,11,7,3,6,6,5,1,0,24,GER
ce17b5eb,26,26,2340,26,34,108,72,9,11,6,7,7,5,2,0,24,GER
d28339cb,3,3,270,3,3,19,16,2,1,0,0,0,0,0,0,24,GER
db401046,21,21,1890,21,33,102,70,6,6,9,3,2,2,0,0,24,GER
dbd1b101,27,27,2430,27,48,126,79,10,6,11,8,3,3,0,0,24,GER
dee3013b,27,27,2430,27,43,136,93,9,9,9,2,9,6,2,1,24,GER
ec759ba1,4,4,360,4,3,17,14,0,2,2,1,0,0,0,0,24,GER
f256f213,27,27,2430,27,47,139,94,7,9,11,5,10,7,1,2,24,GER
f26dee6b,2,2,180,2,2,9,7,1,1,0,0,0,0,0,0,24,GER
03df04ff,5,5,450,5,12,22,10,1,0,4,1,1,1,0,0,24,ENG
0cf321c8,14,13,1177,13,25,71,47,7,3,3,2,2,1,0,1,24,ENG
1caa93a5,31,31,2790,31,64,176,115,5,7,19,2,2,2,0,0,24,ENG
259fea27,28,28,2520,28,62,166,106,3,5,20,2,5,5,0,0,24,ENG
2628fd2b,31,31,2790,31,50,153,107,11,6,14,8,6,6,0,0,24,ENG
27f4f772,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,24,ENG
28300a16,15,15,1350,15,28,64,38,5,4,6,2,3,3,0,0,24,ENG
2f965a72,27,27,2339,26,42,153,111,10,8,9,4,7,5,2,0,24,ENG
32e7ce92,1,1,90,1,4,7,4,0,0,1,0,0,0,0,0,24,ENG
339fe0e8,2,1,135,1,2,8,6,0,0,1,0,0,0,0,0,24,ENG
3a949a25,16,15,1355,15,34,96,61,5,3,7,3,5,4,1,0,24,ENG
3bb7b8b4,27,27,2312,25,25,72,48,18,6,3,8,3,3,0,0,24,ENG
3f034750,6,6,501,5,17,42,26,0,2,4,0,1,0,0,1,24,ENG
466fb2c5,6,6,540,6,5,14,9,5,1,0,2,0,0,0,0,24,ENG
4806ec67,30,30,2700,30,42,129,90,8,8,14,8,7,7,0,0,24,ENG
4a51ba65,17,17,1530,17,28,80,52,4,5,8,2,2,2,0,0,24,ENG
4b40d9ca,14,14,1255,13,14,53,39,8,2,4,5,0,0,0,0,24,ENG
62d7ef38,9,9,810,9,9,33,25,8,1,0,2,0,0,0,0,24,ENG
67f649be,2,2,180,2,7,11,4,1,0,1,0,0,0,0,0,24,ENG
68db6358,4,2,293,3,4,12,8,1,0,1,1,0,0,0,0,24,ENG
6a713852,16,16,1433,15,25,78,52,5,4,7,3,3,2,1,0,24,ENG
77d6fd4d,30,30,2700,30,44,128,86,17,6,7,6,6,6,0,0,24,ENG
7956236f,29,29,2610,29,41,119,81,17,5,7,7,0,0,0,0,24,ENG
7a2e46a8,21,21,1890,21,19,73,55,13,6,2,7,1,1,0,0,24,ENG
834b5c4c,9,9,810,9,13,29,17,2,3,4,1,0,0,0,0,24,ENG
903b6e8b,28,28,2407,26,43,129,87,11,6,11,4,5,5,0,0,24,ENG
9328b835,7,4,451,5,13,29,16,2,1,1,1,2,2,0,0,24,ENG
96cf7b61,25,24,2199,24,63,165,106,3,4,17,1,4,3,0,1,24,ENG
98ea5115,24,24,2160,24,19,53,34,16,4,4,11,2,1,1,0,24,ENG
99aa1a84,3,3,270,3,4,20,16,1,2,0,0,1,1,0,0,24,ENG
9e5708be,20,20,1796,20,27,67,41,5,6,9,6,2,2,0,0,24,ENG
a92ab7be,30,30,2655,29,53,153,100,7,7,16,5,2,2,0,0,24,ENG
a9dc785c,28,28,2520,28,46,143,97,10,8,10,7,5,4,1,0,24,ENG
c1242d4e,5,3,388,4,4,17,13,2,1,0,1,0,0,0,0,24,ENG
cf134113,15,15,1350,15,18,61,43,6,6,3,3,2,2,0,0,24,ENG
e5a76dfe,10,10,900,10,22,56,34,2,3,5,0,1,1,0,0,24,ENG
e7ee38c3,2,2,180,2,5,13,8,1,0,1,0,0,0,0,0,24,ENG
e9c0c1b2,30,30,2700,30,44,156,113,15,3,12,8,5,5,0,0,24,ENG
0107757e,1,1,90,1,1,2,1,1,0,0,0,0,0,0,0,24,EL
0341a8ec,5,5,450,5,6,24,17,1,2,2,2,1,0,1,0,24,EL
05160902,6,6,540,6,12,28,16,1,0,5,1,3,3,0,0,24,EL
0a26ec79,1,1,90,1,3,8,5,0,0,1,0,0,0,0,0,24,EL
0e09dd0d,2,2,180,2,5,11,6,0,1,1,0,0,0,0,0,24,EL
10072610,2,2,180,2,2,9,7,1,0,1,0,0,0,0,0,24,EL
17c602ca,5,4,410,4,9,25,17,2,1,1,0,0,0,0,0,24,EL
1d2d5cc8,7,7,630,7,10,27,17,4,0,3,2,2,2,0,0,24,EL
1f994616,4,4,360,4,4,12,8,1,2,1,1,0,0,0,0,24,EL
20b9f052,9,9,810,9,15,44,29,4,3,2,2,2,2,0,0,24,EL
27d902c8,4,4,326,3,5,19,14,1,1,2,0,4,4,0,0,24,EL
28300a16,5,5,450,5,9,18,9,2,1,2,2,0,0,0,0,24,EL
2f18d0b8,2,2,210,2,2,7,5,0,2,0,0,0,0,0,0,24,EL
2f965a72,1,1,90,1,2,5,3,0,0,1,0,0,0,0,0,24,EL
40e57039,6,6,540,6,17,34,17,0,0,6,0,0,0,0,0,24,EL
41f0b196,4,4,360,4,3,16,13,2,2,0,2,0,0,0,0,24,EL
45922f6d,1,1,90,1,3,11,8,0,0,1,0,0,0,0,0,24,EL
4c5039bd,6,6,540,6,14,28,14,2,1,3,0,1,1,0,0,24,EL
55b93ae0,3,2,212,2,7,18,11,0,0,2,0,2,2,0,0,24,EL
59f0c185,1,1,90,1,2,4,2,0,0,1,0,0,0,0,0,24,EL
60713cb3,6,6,540,6,17,37,22,0,1,5,0,2,2,0,0,24,EL
60d90c55,2,2,210,2,3,12,9,0,1,1,1,0,0,0,0,24,EL
62d7ef38,7,7,630,7,9,26,18,5,0,2,1,0,0,0,0,24,EL
65d62814,6,6,540,6,7,19,12,3,2,1,0,1,1,0,0,24,EL
6989550f,5,5,450,5,8,25,17,1,1,3,2,1,1,0,0,24,EL
6b91b999,8,8,720,8,11,30,20,3,3,2,3,2,2,0,0,24,EL
7a2e46a8,1,1,90,1,0,1,1,1,0,0,1,0,0,0,0,24,EL
7b433ed0,10,10,900,10,22,57,35,4,1,5,2,2,2,0,0,24,EL
7b5f516f,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,24,EL
8a6ab963,10,10,924,10,18,58,41,4,2,4,2,2,2,0,0,24,EL
8e3cf6ce,5,5,450,5,16,31,16,0,1,4,0,1,1,0,0,24,EL
8ec56e62,1,1,83,0,0,2,2,1,0,0,0,0,0,0,0,24,EL
9321b8ed,1,1,90,1,1,3,2,1,0,0,0,0,0,0,0,24,EL
9328b835,7,7,630,7,3,23,20,6,0,1,4,0,0,0,0,24,EL
967f34d3,1,1,90,1,1,2,1,1,0,0,0,0,0,0,0,24,EL
99351886,6,6,540,6,8,25,17,2,2,2,1,2,2,0,0,24,EL
a111cf41,7,7,630,7,6,17,11,4,3,0,2,2,2,0,0,24,EL
a2abe631,2,2,180,2,6,12,6,1,0,1,0,0,0,0,0,24,EL
a88c2e88,6,6,540,6,13,24,12,1,2,3,0,0,0,0,0,24,EL
ac4003af,1,0,70,0,1,1,0,0,0,0,0,0,0,0,0,24,EL
b90c4a43,4,4,360,4,9,23,14,1,0,3,0,2,2,0,0,24,EL
bc67a0e1,7,7,630,7,6,30,24,6,1,0,3,1,1,0,0,24,EL
bcf5058a,10,10,930,10,7,39,32,5,3,2,4,0,0,0,0,24,EL
cc70a1d5,8,8,720,8,9,35,27,3,3,2,2,1,1,0,0,24,EL
cf134113,3,3,270,3,0,9,9,3,0,0,3,0,0,0,0,24,EL
db3164e1,1,1,90,1,1,2,1,1,0,0,0,1,1,0,0,24,EL
dbd1b101,10,10,930,10,14,37,23,6,1,3,4,0,0,0,0,24,EL
e0ee850b,2,2,180,2,4,17,13,0,2,0,0,0,0,0,0,24,EL
e358587b,7,7,630,7,11,26,15,4,1,2,2,3,1,1,1,24,EL
ea83bfa6,4,4,360,4,5,10,5,2,0,2,1,0,0,0,0,24,EL
eb6fac77,2,2,130,1,3,10,7,0,0,2,0,0,0,0,0,24,EL
eca17cf2,2,2,180,2,7,14,7,0,0,2,0,0,0,0,0,24,EL
ef3909cd,2,2,210,2,6,11,5,1,0,1,0,1,1,0,0,24,EL
f05b0000,1,0,6,0,1,1,0,0,0,0,0,1,1,0,0,24,EL
f0e4c69e,6,6,540,6,9,29,20,1,1,4,1,1,1,0,0,24,EL
f3e82e37,6,6,540,6,4,16,12,5,0,1,4,0,0,0,0,24,EL
f7b10c66,2,2,180,2,4,12,8,0,1,1,0,2,1,1,0,24,EL
fa462ff0,6,6,540,6,10,33,25,1,1,4,1,2,2,0,0,24,EL
fcb38f57,4,4,290,3,5,15,10,3,0,1,1,2,2,0,0,24,EL
fd7383b8,6,6,540,6,13,41,27,1,1,4,0,1,0,1,0,24,EL
0107757e,29,29,2610,29,52,169,118,9,8,12,4,4,4,0,0,24,SPA
0166a73e,30,30,2633,29,32,119,87,10,7,13,7,6,4,1,1,24,SPA
10072610,7,7,630,7,5,20,16,3,4,0,2,0,0,0,0,24,SPA
12c6cbef,15,14,1340,14,29,77,49,0,5,9,0,3,3,0,0,24,SPA
28d596a0,12,12,1080,12,9,34,26,9,2,1,6,0,0,0,0,24,SPA
2ae958ab,3,2,225,2,4,14,10,1,1,0,1,0,0,0,0,24,SPA
30061f53,1,1,90,1,0,4,4,0,1,0,1,0,0,0,0,24,SPA
3061e1ec,18,18,1620,18,11,50,39,14,4,0,9,1,1,0,0,24,SPA
3318286e,27,27,2430,27,51,139,87,1,10,16,5,7,4,1,2,24,SPA
374ee424,29,29,2555,28,28,100,73,13,10,6,12,3,3,0,0,24,SPA
58ad9383,29,29,2610,29,35,112,76,6,12,11,8,5,4,1,0,24,SPA
5dcf3e90,29,29,2610,29,26,101,75,16,8,5,15,2,0,2,0,24,SPA
63d17038,30,30,2700,30,36,128,92,20,5,5,10,3,2,0,1,24,SPA
67669ce7,1,0,63,0,1,1,0,0,0,0,0,0,0,0,0,24,SPA
6c4776b1,27,27,2418,26,38,126,88,4,10,13,6,2,2,0,0,24,SPA
6f51e382,20,20,1800,20,17,66,49,14,5,1,11,0,0,0,0,24,SPA
6fb59070,4,4,280,3,11,17,7,1,0,3,0,1,0,0,1,24,SPA
8f8c6934,30,30,2700,30,43,141,97,9,11,10,9,6,4,1,1,24,SPA
9970da54,30,30,2700,30,36,115,81,8,8,14,7,7,7,0,0,24,SPA
a01c3d54,5,4,371,4,7,13,6,0,0,4,1,1,1,0,0,24,SPA
a2c1a8d3,1,1,90,1,2,4,2,0,0,1,0,0,0,0,0,24,SPA
a4995f48,26,26,2329,25,36,107,70,11,6,9,9,1,0,1,0,24,SPA
ab13a5aa,21,20,1863,20,29,91,64,5,7,8,6,4,4,0,0,24,SPA
ac295d9e,13,13,1170,13,25,68,44,2,2,9,2,2,2,0,0,24,SPA
bdedffac,16,16,1440,16,17,64,48,5,8,3,4,2,2,0,0,24,SPA
cc1c5035,10,10,900,10,17,39,22,6,2,2,2,0,0,0,0,24,SPA
cde52ef5,10,10,834,9,15,41,25,1,3,6,0,2,1,1,0,24,SPA
d4b73232,30,30,2700,30,32,120,87,12,8,10,11,4,2,2,0,24,SPA
d9235a45,1,1,90,1,2,4,2,0,0,1,0,2,2,0,0,24,SPA
dabb2827,2,2,180,2,7,11,4,0,0,2,0,0,0,0,0,24,SPA
e358587b,1,1,90,1,1,3,2,1,0,0,0,0,0,0,0,24,SPA
ea83bfa6,21,21,1845,20,27,89,63,6,7,8,8,7,6,1,0,24,SPA
ee8508c0,30,30,2700,30,35,118,83,18,4,8,9,2,1,0,1,24,SPA
f0fe87dc,2,1,142,1,3,5,2,0,0,1,0,1,1,0,0,24,SPA
f6798fc3,1,1,90,1,2,3,1,0,0,1,0,0,0,0,0,24,SPA
fc627681,12,12,1080,12,20,64,44,1,3,8,1,0,0,0,0,24,SPA
fc70e345,30,30,2700,30,38,127,90,6,12,12,11,2,1,1,0,24,SPA
fea23125,4,3,282,3,2,12,10,0,3,0,1,0,0,0,0,24,SPA
08f5afaa,8,8,720,8,9,36,27,4,2,2,3,0,0,0,0,24,CL
0e09dd0d,6,6,540,6,12,37,25,3,0,3,2,1,0,0,1,24,CL
277da414,8,8,720,8,10,31,21,4,1,3,3,0,0,0,0,24,CL
28d596a0,4,4,360,4,5,15,10,4,0,0,1,1,1,0,0,24,CL
2f18d0b8,2,2,180,2,3,6,3,1,0,1,1,0,0,0,0,24,CL
3061e1ec,4,4,360,4,3,20,16,3,1,0,2,1,0,1,0,24,CL
374ee424,8,8,720,8,6,25,19,3,3,2,4,0,0,0,0,24,CL
3a949a25,1,1,90,1,2,2,0,0,0,1,0,0,0,0,0,24,CL
3bb7b8b4,6,6,540,6,5,10,5,6,0,0,1,0,0,0,0,24,CL
41f0b196,6,6,540,6,11,34,23,1,1,4,0,4,2,0,2,24,CL
420c18a1,7,7,660,7,4,29,25,4,2,1,4,0,0,0,0,24,CL
466fb2c5,1,1,90,1,1,5,4,0,1,0,0,0,0,0,0,24,CL
4b40d9ca,5,5,450,5,5,30,25,1,2,2,1,1,1,0,0,24,CL
53d93280,4,4,360,4,7,15,10,1,0,3,0,2,2,0,0,24,CL
60d90c55,6,6,540,6,11,32,21,2,2,2,0,2,2,0,0,24,CL
62182b1d,8,8,720,8,14,44,30,2,2,4,2,1,1,0,0,24,CL
649b01d8,1,1,90,1,3,5,2,0,1,0,0,0,0,0,0,24,CL
663e080e,5,5,450,5,9,21,13,3,0,2,0,0,0,0,0,24,CL
6f51e382,6,6,540,6,4,16,12,4,1,1,2,0,0,0,0,24,CL
6fe5c35b,6,6,540,6,8,33,25,1,1,4,2,2,2,0,0,24,CL
78c513b3,6,6,540,6,15,45,31,0,1,5,0,2,2,0,0,24,CL
7d3e7da6,3,3,270,3,5,12,7,3,0,0,0,1,1,0,0,24,CL
7f40333d,5,5,450,5,15,30,16,1,0,4,0,0,0,0,0,24,CL
8778c910,5,5,450,5,2,10,8,3,1,1,3,1,1,0,0,24,CL
8a2248b4,8,8,720,8,13,34,21,2,4,2,1,0,0,0,0,24,CL
8e6d2fcd,1,1,90,1,2,6,4,0,0,1,0,1,1,0,0,24,CL
93fffbcf,8,8,750,8,9,28,20,5,0,3,2,0,0,0,0,24,CL
9413b19f,8,8,720,8,13,45,33,3,2,3,2,0,0,0,0,24,CL
98ea5115,7,7,660,7,4,18,14,5,0,2,4,0,0,0,0,24,CL
a2abe631,6,6,540,6,13,25,12,1,2,3,0,0,0,0,0,24,CL
a70b8345,6,6,540,6,10,29,18,0,2,4,0,1,0,1,0,24,CL
abc06eb3,5,5,450,5,11,42,31,1,1,3,1,2,2,0,0,24,CL
ac295d9e,4,4,360,4,8,15,8,0,1,3,0,1,1,0,0,24,CL
ac4003af,1,0,10,0,0,1,1,0,0,0,1,0,0,0,0,24,CL
b56dd813,1,1,90,1,1,4,3,0,1,0,0,1,1,0,0,24,CL
bcb2ccd8,3,3,270,3,3,9,6,1,1,1,0,0,0,0,0,24,CL
bdedffac,2,2,180,2,4,12,8,0,1,1,0,1,1,0,0,24,CL
c1242d4e,2,2,180,2,4,9,5,2,0,0,0,0,0,0,0,24,CL
cb4f24c6,6,6,540,6,15,38,21,1,1,4,0,2,0,2,0,24,CL
cc1c5035,2,2,180,2,4,10,6,1,0,1,0,0,0,0,0,24,CL
cd59b9df,7,7,630,7,4,29,24,4,2,1,4,2,1,1,0,24,CL
e9c0c1b2,6,6,540,6,15,35,19,1,1,4,1,4,2,1,1,24,CL
ee8508c0,8,8,750,8,8,36,29,5,2,1,2,0,0,0,0,24,CL
ef3909cd,6,6,540,6,12,32,22,1,1,4,0,0,0,0,0,24,CL
f7b10c66,1,1,90,1,2,2,0,0,0,1,0,0,0,0,0,24,CL
fcb38f57,6,6,530,5,8,26,18,2,2,2,1,1,1,0,0,24,CL
00a17eba,1,1,90,1,2,5,3,0,0,1,0,0,0,0,0,24,ITA
01b8a2b2,28,28,2520,28,23,88,66,16,7,5,12,1,0,1,0,24,ITA
0d422df7,17,17,1530,17,28,68,40,1,11,5,4,6,6,0,0,24,ITA
0dfce079,7,7,630,7,12,27,16,0,2,5,2,1,0,0,1,24,ITA
11d8aff0,29,29,2609,29,35,105,70,8,11,10,7,3,2,1,0,24,ITA
1e9bde92,20,20,1800,20,42,108,67,0,6,14,1,7,7,0,0,24,ITA
2434f24a,11,11,990,11,22,56,35,2,3,6,1,2,2,0,0,24,ITA
277da414,28,28,2519,28,31,109,78,12,4,12,9,3,2,0,1,24,ITA
30223b33,1,1,90,1,1,4,3,0,0,1,0,0,0,0,0,24,ITA
41bd99ea,23,23,2070,23,39,95,57,6,7,10,2,2,2,0,0,24,ITA
420c18a1,28,28,2520,28,14,73,58,23,4,1,17,4,2,1,1,24,ITA
4c62d0c8,2,2,180,2,1,4,3,1,1,0,1,0,0,0,0,24,ITA
4e0c8d66,27,27,2332,25,24,120,94,11,8,8,11,5,3,2,0,24,ITA
53e494ec,1,1,90,1,2,2,0,0,0,1,0,0,0,0,0,24,ITA
5f9970a0,2,1,91,1,2,8,6,0,0,1,0,0,0,0,0,24,ITA
649b01d8,2,2,180,2,0,5,5,2,0,0,2,0,0,0,0,24,ITA
6662d731,4,4,360,4,1,9,8,3,1,0,3,0,0,0,0,24,ITA
79b0d6a0,23,23,2070,23,27,74,49,11,5,7,6,3,2,0,1,24,ITA
8cabdc1e,29,29,2610,29,53,130,78,5,7,17,2,9,6,1,2,24,ITA
8ec56e62,19,19,1710,19,20,83,61,10,4,5,7,6,3,2,1,24,ITA
8ef2452a,5,3,368,4,13,23,10,0,1,2,0,4,4,0,0,24,ITA
9413b19f,23,23,2053,22,28,80,51,9,8,6,4,2,1,1,0,24,ITA
97d7afbd,15,15,1350,15,18,73,54,3,4,8,3,3,2,1,0,24,ITA
9f5a610b,30,30,2700,30,45,142,97,6,11,13,4,5,4,1,0,24,ITA
9fa26bc2,29,29,2610,29,24,110,86,11,11,7,15,4,4,0,0,24,ITA
a111cf41,10,10,900,10,12,31,20,5,1,4,5,2,2,0,0,24,ITA
ab4449d6,26,26,2340,26,24,88,64,13,8,5,10,6,3,1,2,24,ITA
ab5c36dd,13,13,1170,13,17,58,42,3,5,5,3,1,1,0,0,24,ITA
ac4003af,2,2,180,2,1,8,7,2,0,0,1,0,0,0,0,24,ITA
af104654,2,2,180,2,6,13,7,0,1,1,0,1,1,0,0,24,ITA
bcf5058a,7,7,630,7,8,36,28,4,2,1,3,1,0,1,0,24,ITA
bf168004,27,27,2430,27,56,135,79,5,6,16,2,7,5,1,1,24,ITA
c1d95617,30,30,2700,30,40,126,87,6,9,15,7,2,2,0,0,24,ITA
e1b0a70d,27,27,2430,27,28,109,80,12,6,9,7,6,5,1,0,24,ITA
e95069bb,1,0,17,0,0,0,0,0,0,0,1,0,0,0,0,24,ITA
ee833569,14,14,1260,14,25,74,49,3,3,8,4,3,2,1,0,24,ITA
efdeaff3,3,3,270,3,5,15,11,1,1,1,0,1,0,0,1,24,ITA
f0f7f62f,7,7,630,7,8,24,16,3,1,3,1,0,0,0,0,24,ITA
f554e29b,2,2,180,2,6,8,3,1,0,1,0,1,1,0,0,24,ITA
f794e9ab,3,2,181,2,2,8,6,2,0,0,1,0,0,0,0,24,ITA
fcb38f57,27,27,2429,27,32,110,78,18,5,4,9,7,7,0,0,24,ITA
0595569d,8,8,720,8,15,39,24,2,1,5,1,2,1,1,0,24,FRA
08f5afaa,23,23,1989,22,18,98,79,16,6,1,10,4,3,1,0,24,FRA
1d2d5cc8,27,27,2430,27,33,119,88,10,9,8,6,2,2,0,0,24,FRA
20b9f052,27,27,2399,26,31,101,70,10,9,8,7,2,2,0,0,24,FRA
20de219a,5,5,450,5,6,31,26,3,2,0,2,0,0,0,0,24,FRA
2fa2a875,26,26,2340,26,34,122,90,7,9,10,9,4,3,1,0,24,FRA
30670b0e,3,2,259,2,2,13,11,1,1,0,1,0,0,0,0,24,FRA
315fe681,3,3,270,3,5,17,12,1,1,1,0,1,1,0,0,24,FRA
380a15e2,1,1,90,1,6,9,3,0,0,1,0,0,0,0,0,24,FRA
3d214e5f,25,25,2246,25,20,101,80,12,8,5,11,2,1,1,0,24,FRA
477e50ce,6,6,540,6,11,37,26,2,2,2,1,2,1,0,1,24,FRA
4d3e9033,1,1,90,1,2,5,3,0,0,1,0,1,1,0,0,24,FRA
4e7db402,21,21,1866,20,30,90,60,6,2,13,5,6,6,0,0,24,FRA
60d90c55,27,27,2430,27,29,110,81,12,6,9,12,7,5,1,1,24,FRA
6b91b999,27,27,2430,27,36,114,78,8,8,11,5,4,4,0,0,24,FRA
7f41ee30,3,3,270,3,6,14,8,0,1,2,1,0,0,0,0,24,FRA
834b5c4c,19,19,1710,19,24,62,40,6,7,6,3,1,1,0,0,24,FRA
967f34d3,2,1,121,1,2,6,4,0,0,1,0,0,0,0,0,24,FRA
ae7d0ecd,27,27,2357,26,43,146,103,6,5,16,5,4,4,0,0,24,FRA
b3d76d84,28,28,2520,28,25,100,76,13,10,5,14,4,2,2,0,24,FRA
ca95200f,3,2,181,2,0,4,4,2,0,0,2,0,0,0,0,24,FRA
dab1b8dc,1,0,24,0,1,1,0,0,0,0,0,0,0,0,0,24,FRA
db87a2c4,27,27,2430,27,22,79,55,12,7,8,14,7,4,3,0,24,FRA
dc29b608,27,27,2430,27,50,166,117,6,8,13,3,6,6,0,0,24,FRA
e11a39aa,1,0,73,0,1,3,2,0,0,0,0,0,0,0,0,24,FRA
e8c5dd4d,26,26,2340,26,33,120,88,6,9,11,7,3,1,1,1,24,FRA
ecada4fc,2,2,180,2,3,6,3,1,1,0,0,0,0,0,0,24,FRA
eedea60b,27,27,2430,27,36,105,69,11,6,10,6,4,3,1,0,24,FRA
f00de885,24,24,2160,24,35,117,81,10,4,10,8,5,4,1,0,24,FRA
f41a69e6,24,24,2160,24,41,155,114,3,7,14,5,6,4,1,1,24,FRA
ff74841d,22,22,1980,22,32,97,65,11,5,6,5,6,5,1,0,24,FRA
